,TIME_PERIOD,Reference area,REF_AREA,Trade union density,Combined corporate income tax rate
2096,2016,France,FRA,10.8,34.433333
2097,2016,France,FRA,10.8,34.433333
2098,2016,France,FRA,10.8,33.333333
2099,2016,France,FRA,10.8,34.433333
2100,2003,Latvia,LVA,21.0,19.0
2101,2003,Latvia,LVA,21.0,19.0
2102,2003,Latvia,LVA,21.0,19.0
2103,2006,Latvia,LVA,18.0,15.0
2104,2006,Latvia,LVA,18.0,15.0
2105,2006,Latvia,LVA,18.0,15.0
2106,2007,Latvia,LVA,16.700001,15.0
2107,2007,Latvia,LVA,16.700001,15.0
2108,2007,Latvia,LVA,16.700001,15.0
2109,2008,Latvia,LVA,15.2,15.0
2110,2008,Latvia,LVA,15.2,15.0
2111,2008,Latvia,LVA,15.2,15.0
2112,2009,Latvia,LVA,15.2,15.0
2113,2009,Latvia,LVA,15.2,15.0
2114,2009,Latvia,LVA,15.2,15.0
2115,2010,Latvia,LVA,15.1,15.0
2116,2010,Latvia,LVA,15.1,15.0
2117,2010,Latvia,LVA,15.1,15.0
2118,2011,Latvia,LVA,13.7,15.0
2119,2011,Latvia,LVA,13.7,15.0
2120,2011,Latvia,LVA,13.7,15.0
2121,2012,Latvia,LVA,13.2,15.0
2122,2012,Latvia,LVA,13.2,15.0
2123,2012,Latvia,LVA,13.2,15.0
2124,2013,Latvia,LVA,12.9,15.0
2125,2013,Latvia,LVA,12.9,15.0
2126,2013,Latvia,LVA,12.9,15.0
2127,2014,Latvia,LVA,12.8,15.0
2128,2014,Latvia,LVA,12.8,15.0
2129,2014,Latvia,LVA,12.8,15.0
2130,2015,Latvia,LVA,12.7,15.0
2131,2015,Latvia,LVA,12.7,15.0
2132,2015,Latvia,LVA,12.7,15.0
2133,2016,Latvia,LVA,12.4,15.0
2134,2016,Latvia,LVA,12.4,15.0
2135,2016,Latvia,LVA,12.4,15.0
2136,2017,Latvia,LVA,12.3,15.0
2137,2017,Latvia,LVA,12.3,15.0
2138,2017,Latvia,LVA,12.3,15.0
2139,2018,Latvia,LVA,11.6,20.0
2140,2018,Latvia,LVA,11.6,20.0
2141,2018,Latvia,LVA,11.6,20.0
2142,2000,Czechia,CZE,27.200001,31.0
2143,2000,Czechia,CZE,27.200001,31.0
2144,2000,Czechia,CZE,27.200001,31.0
2145,2001,Czechia,CZE,23.799999,31.0
2146,2001,Czechia,CZE,23.799999,31.0
2147,2001,Czechia,CZE,23.799999,31.0
2148,2002,Czechia,CZE,22.4,31.0
2149,2002,Czechia,CZE,22.4,31.0
2150,2002,Czechia,CZE,22.4,31.0
2151,2003,Czechia,CZE,22.299999,31.0
2152,2003,Czechia,CZE,22.299999,31.0
2153,2003,Czechia,CZE,22.299999,31.0
2154,2004,Czechia,CZE,20.6,28.0
2155,2004,Czechia,CZE,20.6,28.0
2156,2004,Czechia,CZE,20.6,28.0
2157,2005,Czechia,CZE,19.1,26.0
2158,2005,Czechia,CZE,19.1,26.0
2159,2005,Czechia,CZE,19.1,26.0
2160,2006,Czechia,CZE,18.1,24.0
2161,2006,Czechia,CZE,18.1,24.0
2162,2006,Czechia,CZE,18.1,24.0
2163,2007,Czechia,CZE,17.4,24.0
2164,2007,Czechia,CZE,17.4,24.0
2165,2007,Czechia,CZE,17.4,24.0
2166,2008,Czechia,CZE,16.9,21.0
2167,2008,Czechia,CZE,16.9,21.0
2168,2008,Czechia,CZE,16.9,21.0
2169,2009,Czechia,CZE,16.700001,20.0
2170,2009,Czechia,CZE,16.700001,20.0
2171,2009,Czechia,CZE,16.700001,20.0
2172,2010,Czechia,CZE,16.1,19.0
2173,2010,Czechia,CZE,16.1,19.0
2174,2010,Czechia,CZE,16.1,19.0
2175,2011,Czechia,CZE,15.4,19.0
2176,2011,Czechia,CZE,15.4,19.0
2177,2011,Czechia,CZE,15.4,19.0
2178,2012,Czechia,CZE,14.8,19.0
2179,2012,Czechia,CZE,14.8,19.0
2180,2012,Czechia,CZE,14.8,19.0
2181,2013,Czechia,CZE,13.6,19.0
2182,2013,Czechia,CZE,13.6,19.0
2183,2013,Czechia,CZE,13.6,19.0
2184,2014,Czechia,CZE,12.9,19.0
2185,2014,Czechia,CZE,12.9,19.0
2186,2014,Czechia,CZE,12.9,19.0
2187,2015,Czechia,CZE,11.9,19.0
2188,2015,Czechia,CZE,11.9,19.0
2189,2015,Czechia,CZE,11.9,19.0
2190,2016,Czechia,CZE,11.9,19.0
2191,2016,Czechia,CZE,11.9,19.0
2192,2016,Czechia,CZE,11.9,19.0
2193,2017,Czechia,CZE,11.7,19.0
2194,2017,Czechia,CZE,11.7,19.0
2195,2017,Czechia,CZE,11.7,19.0
2196,2018,Czechia,CZE,11.4,19.0
2197,2018,Czechia,CZE,11.4,19.0
2198,2018,Czechia,CZE,11.4,19.0
2199,2000,Finland,FIN,74.199997,29.0
2200,2000,Finland,FIN,74.199997,29.0
2201,2000,Finland,FIN,74.199997,29.0
2202,2001,Finland,FIN,76.599998,29.0
2203,2001,Finland,FIN,76.599998,29.0
2204,2001,Finland,FIN,76.599998,29.0
2205,2002,Finland,FIN,75.699997,29.0
2206,2002,Finland,FIN,75.699997,29.0
2207,2002,Finland,FIN,75.699997,29.0
2208,2003,Finland,FIN,74.5,29.0
2209,2003,Finland,FIN,74.5,29.0
2210,2003,Finland,FIN,74.5,29.0
2211,2004,Finland,FIN,73.5,29.0
2212,2004,Finland,FIN,73.5,29.0
2213,2004,Finland,FIN,73.5,29.0
2214,2005,Finland,FIN,72.699997,26.0
2215,2005,Finland,FIN,72.699997,26.0
2216,2005,Finland,FIN,72.699997,26.0
2217,2006,Finland,FIN,71.900002,26.0
2218,2006,Finland,FIN,71.900002,26.0
2219,2006,Finland,FIN,71.900002,26.0
2220,2007,Finland,FIN,71.099998,26.0
2221,2007,Finland,FIN,71.099998,26.0
2222,2007,Finland,FIN,71.099998,26.0
2223,2008,Finland,FIN,69.900002,26.0
2224,2008,Finland,FIN,69.900002,26.0
2225,2008,Finland,FIN,69.900002,26.0
2226,2009,Finland,FIN,72.5,26.0
2227,2009,Finland,FIN,72.5,26.0
2228,2009,Finland,FIN,72.5,26.0
2229,2010,Finland,FIN,71.400002,26.0
2230,2010,Finland,FIN,71.400002,26.0
2231,2010,Finland,FIN,71.400002,26.0
2232,2011,Finland,FIN,69.599998,26.0
2233,2011,Finland,FIN,69.599998,26.0
2234,2011,Finland,FIN,69.599998,26.0
2235,2012,Finland,FIN,69.199997,24.5
2236,2012,Finland,FIN,69.199997,24.5
2237,2012,Finland,FIN,69.199997,24.5
2238,2013,Finland,FIN,67.5,24.5
2239,2013,Finland,FIN,67.5,24.5
2240,2013,Finland,FIN,67.5,24.5
2241,2014,Finland,FIN,67.800003,20.0
2242,2014,Finland,FIN,67.800003,20.0
2243,2014,Finland,FIN,67.800003,20.0
2244,2015,Finland,FIN,67.5,20.0
2245,2015,Finland,FIN,67.5,20.0
2246,2015,Finland,FIN,67.5,20.0
2247,2016,Finland,FIN,65.699997,20.0
2248,2016,Finland,FIN,65.699997,20.0
2249,2016,Finland,FIN,65.699997,20.0
2250,2017,Finland,FIN,62.900002,20.0
2251,2017,Finland,FIN,62.900002,20.0
2252,2017,Finland,FIN,62.900002,20.0
2253,2018,Finland,FIN,60.0,20.0
2254,2018,Finland,FIN,60.0,20.0
2255,2018,Finland,FIN,60.0,20.0
2256,2019,Finland,FIN,58.799999,20.0
2257,2019,Finland,FIN,58.799999,20.0
2258,2019,Finland,FIN,58.799999,20.0
